ID,GC_content,A549_cell,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,K562_nucleus,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_7,genomic_classification_is_8,lncRNA_DB_is_1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_hAT-Tip100
ENSG00000232803,0.710067592,0.0,0.0,0.0,0.0,0.0,0.0,0.005073489,0.022953171,0.014290942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000332268,0.0,0.00067983,0.0,0.000948339,0.000909801,1,0,0,0,0,0
ENSG00000232692,0.333511206,0.0,0.000130309,3.06e-05,3.52e-05,5.64e-05,0.0,0.0,0.0,0.0,0.000904201,0.000924891,3.88e-05,0.000305578,0.0,0.0,1.72e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244243,0.0,0.001929712,0.0,0.000113301,0.0,0.000170421,0.0,0,0,0,0,0,0
ENSG00000232677,0.438989683,0.001217366,0.106750571,0.018787398,0.00590687,0.002861965,0.002126311,0.000287334,0.000394354,0.00013482,0.018536122,0.010809665,0.015377705,0.000364722,0.0,0.0,0.002963663,0.004788796,0.000714633,0.006831294,0.007085684,0.019847235,0.000395424,0.000680535,0.0,0.016168691,0.007003195,0.003455347,0.002369762,0.001276422,0.00643019,0.009656676,0,0,0,0,0,0
ENSG00000232098,0.7113127,0.004169603,0.0,0.000466562,0.002717583,0.002167642,0.001833158,0.010516407,0.015442527,0.004526107,0.003947185,0.003343096,0.017729002,0.003509215,0.006150732,0.006272096,0.005875784,0.003056999,0.006344028,0.005769435,0.002437344,0.009617738,0.002500788,0.013097415,0.004685617,0.0,0.006530351,0.001793426,0.002449412,0.008327706,0.006529204,0.009244144,0,0,0,0,0,0
ENSG00000232093,0.526680896,0.002902951,0.003225158,0.000736811,0.00209803,0.001366066,0.000660546,0.000467943,0.00142505,0.001091402,0.000956367,0.001329531,0.001347559,0.000157718,0.016921068,0.001381918,0.003453312,0.000188239,0.001979188,0.0,0.000613437,0.000950413,0.00088436,0.0,0.000729516,0.001272897,0.001929712,0.001055854,0.000263777,0.0,0.000378899,0.00047094,1,0,0,1,0,0
ENSG00000231889,0.369797225,0.002779736,0.012808331,0.002513825,0.006730593,0.003985301,0.001894073,0.002388973,0.014591082,0.009135674,0.000678151,0.000621411,0.005856061,0.002545166,0.0,0.00117348,0.002998024,0.0,0.001721495,0.004483406,0.002778507,0.002800986,0.000862986,0.002180019,0.002378159,0.003745126,0.002977636,0.001393193,0.001776073,0.003167064,0.005853134,0.008831227,1,0,0,1,0,0
ENSG00000231817,0.417289221,0.0,0.0,1.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002125379,0.0,0.001153431,0.0,0,0,0,0,0,0
ENSG00000231789,0.508893632,0.003134595,0.01331328,0.002776425,0.0,0.000254021,2.09e-05,0.000957778,0.010683397,0.014528482,0.0,0.000250491,0.007991083,0.000216862,0.000361808,0.000691636,0.009913238,0.007213312,1.06e-05,0.004554196,0.005222412,0.0,0.000192368,0.0,0.000536693,0.0,0.000460064,0.0,0.000173479,0.0,0.000420733,0.000668866,0,0,0,0,1,0
ENSG00000231764,0.383315546,0.0,0.0,2.55e-06,0.0,0.0,0.0,0.004091082,0.012090522,0.002837644,4.06e-05,6.74e-05,0.002245932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84e-05,4.59e-05,0.0,0.00182245,0.000196037,0.001210478,0.000255591,0.0,0.000457005,0.0,0.000364286,0.000182484,0,0,1,1,1,1
ENSG00000231721,0.366239772,0.012429952,0.001216221,0.00031614,0.002590856,0.001354776,0.002853483,0.013162612,0.013488685,0.006163209,0.000886813,0.001734171,0.003610128,0.006521619,0.009931361,0.001728413,0.014869857,0.0,0.004811154,0.004282832,0.00344443,0.007013389,0.000932452,0.01252069,0.0,0.001761101,0.003079872,0.006998365,0.006890159,0.003557393,0.016452792,0.014600138,0,0,0,1,1,0
ENSG00000231652,0.442902882,0.000226716,0.000114021,2.8e-05,0.00057027,0.000654809,0.000165612,5.47e-06,1.79e-05,0.0,0.000115923,9.63e-05,0.000854009,0.0,0.000440462,0.0,0.000300661,0.000203298,3.45e-05,0.000389348,0.0008037,0.00046319,2.4e-05,0.0,0.000703807,0.0,0.000102236,0.0,6.85e-05,0.0,0.000117431,0.000110003,1,0,0,1,0,0
ENSG00000231551,0.376912131,0.000556933,0.000407217,0.000114728,0.0,0.0,5.14e-05,0.000848318,0.001765629,0.000943741,0.000295604,0.000423908,2.22e-05,0.000404151,5.77e-05,2.03e-05,0.0,0.000346359,0.000313482,0.00090848,0.0,0.0,0.00012023,0.0,0.0,0.0,0.00029393,0.0,9.63e-05,0.0,6.17e-05,0.0,0,0,0,0,0,0
ENSG00000231528,0.585734614,1.97e-05,4.34e-05,1.02e-05,0.0,0.0,0.0,4.93e-05,0.000161326,0.00012198,1.74e-05,0.0,3.88e-05,0.0,0.001609782,0.0,5.15e-05,2.26e-05,0.002058887,4.72e-05,6.56e-06,0.0,0.001218333,0.001286096,0.00111195,0.001656327,0.001175719,0.000459315,0.001801466,0.000224649,0.000993633,0.000503518,0,0,0,0,0,0
ENSG00000231527,0.480611882,2.96e-05,9.23e-05,7.65e-06,0.0,0.000107253,9.33e-05,0.000421422,0.000725969,0.000757561,0.000179681,0.000139697,0.000748644,0.000382465,0.000456192,0.00016648,0.0,0.0,0.0,0.0,2.95e-05,5.9e-05,0.0,0.000328733,0.0,0.000494892,0.000140575,0.0,4.98e-05,0.0,2.08e-05,0.0,0,0,0,1,1,1
ENSG00000231365,0.348274635,0.007314056,0.003621516,0.002123749,0.006230727,0.005373947,0.005219646,0.005823293,0.008084248,0.004603147,0.006091765,0.005178427,0.00688198,0.004828127,0.0,0.005534441,0.006442745,0.003636774,0.012422393,0.007303232,0.003434589,0.00661356,0.00289354,0.016615434,0.005103402,0.002206949,0.003693291,0.003510618,0.00103608,0.002891821,0.002942712,0.004003695,0,0,0,1,0,0
ENSG00000231252,0.329420135,0.0,0.0,5.1e-06,8.45e-05,0.0,0.000138962,0.0,0.0,0.0,0.0,0.0,0.001386378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25e-05,2.62e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.0,2.42e-05,5.43e-06,0,0,0,1,0,0
ENSG00000231121,0.28601921,0.0,0.0,1.02e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89e-05,0.000183002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000298517,0.00022504,0.0,0.0,0.0,0.0,3.83e-05,0.0,0.000297822,0.0,0.00030396,0.0,0,0,0,0,0,0
ENSG00000231074,0.38562789,0.011887805,0.018042427,0.004757401,0.010518312,0.010448713,0.008164501,0.012711088,0.027559937,0.016351765,0.012235695,0.010000385,0.022231958,0.009847487,0.019338364,0.006577986,0.010712138,0.011565394,0.009781705,0.02247602,0.00721362,0.011153692,0.00389813,0.014516157,0.008146803,0.005024711,0.011552716,0.003342901,0.004630746,0.010363683,0.014812115,0.022253765,0,0,0,1,1,0
ENSG00000231025,0.385983636,0.002193231,0.002779935,0.000609335,0.003076641,0.003522419,0.001243045,0.001365518,0.005969079,0.004526107,0.001930121,0.001411422,0.003155396,0.001478602,0.002280962,0.000400635,0.001666523,0.000692719,0.001245959,0.002572059,0.001046451,0.000873943,0.00103398,0.001764777,0.001002683,0.0,0.00227476,0.000356398,0.001057136,0.003574442,0.002885389,0.004341148,0,0,0,0,0,0
ENSG00000230836,0.365884027,0.0,0.0,0.0,0.0,0.0,0.0,0.0005172,0.003961461,0.001425242,3.48e-05,0.0,0.0,7.89e-06,0.0,0.0,0.0,6.78e-05,0.013089207,0.000436542,0.0,0.0,0.008127562,5.77e-05,0.000144618,0.0,0.0,0.0,2.6e-05,0.0,2.19e-05,1.86e-05,0,0,0,0,0,0
ENSG00000230724,0.545357524,0.003050809,0.019399816,0.002949792,0.008209071,0.002432953,0.007749518,0.027748208,0.011965046,0.001508702,0.00114764,0.001791977,0.012094762,0.013165469,0.002925924,0.039428663,0.00969848,0.00422408,0.035436763,0.017320103,0.00127936,0.013404094,0.002433994,0.013287734,0.001468674,0.0,0.002364217,0.000236328,0.001188462,0.002524719,0.003134794,0.004276,0,0,0,0,0,0
ENSG00000230658,0.3263963,0.000655505,0.000570104,0.000277897,0.000225292,0.000191927,7.8e-05,0.000153245,0.000627381,0.000391621,0.000208662,0.000183051,0.00081519,8.87e-05,0.0,0.000366797,0.000335023,1.51e-05,0.000103608,8.26e-05,0.000272274,0.000120167,2.67e-05,0.0,0.000212106,0.000218466,0.000408946,0.000529833,0.00011965,0.0,0.000225945,0.000230899,0,0,0,0,0,0
ENSG00000230551,0.290288154,0.003454955,0.001889487,0.000836242,0.002738704,0.000891894,0.003940433,0.002118059,0.006345508,0.000648421,0.0,0.008579329,0.004353227,0.00249588,0.0,0.001329132,0.001090972,0.000203298,0.011107362,0.003220973,0.000410051,0.0,0.000430157,0.01587146,0.000498128,0.000535018,0.002428115,0.007732126,0.007959756,0.037702826,0.02803691,0.044425146,0,1,0,0,1,0
ENSG00000230513,0.517965137,0.000325288,0.002182683,0.000453814,0.001133499,0.000677388,0.000205588,0.00040774,0.000600493,0.000545701,0.0,0.000737023,0.002351297,0.000208976,0.0,0.000200317,0.001451765,0.000918606,0.000762452,0.001274231,0.000675764,0.000677305,0.001058026,0.002422243,0.003133386,0.000490433,0.000511182,0.0,0.001631523,0.0,0.002973725,0.003791019,0,1,0,0,0,0
ENSG00000230487,0.571149057,0.001961586,0.001840621,0.000303393,0.004484715,0.002895835,0.001332514,0.000741594,0.000663231,0.0,0.00237063,0.000814097,0.014368422,0.000682128,0.001316141,0.000411462,0.00368525,0.0,0.010217392,0.007067263,0.005694791,0.005197773,0.00792985,0.0,0.0,0.002302807,0.000792332,0.0,0.000744924,0.000731918,0.002185784,0.003397452,0,0,0,1,0,0
ENSG00000230316,0.505691925,0.0,0.004848597,0.001407334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001033428,0.0,0.0,0.0,4.54e-05,0.0,0.0,0.0,0.000268371,0.000489809,0.000150273,0.0,5.54e-05,0.0,0,0,0,0,0,0
ENSG00000230269,0.429028815,0.0,0.001292235,0.00031614,0.0,0.0,0.0,0.00157623,0.033779969,0.026649461,0.0,0.0,0.000205184,5.91e-06,0.0,0.0,0.0,0.0,7.97e-06,0.0,1.97e-05,0.0,0.0,0.0,0.0,0.013611751,0.0,0.0,0.000146176,0.0,8.73e-05,0.0,0,0,0,0,0,0
ENSG00000230091,0.387940235,0.000966007,0.001998078,0.000721514,6.34e-05,6.77e-05,4.38e-05,7.94e-05,0.0,4.49e-05,0.000312993,0.000293846,0.000415913,7.89e-05,0.00013109,0.0,0.000618504,0.0,0.00646092,0.000294961,9.51e-05,0.00015294,0.001522916,0.00029413,0.000109267,0.0,6.39e-05,0.0,0.000487841,0.0,0.001101569,0.001103475,1,0,0,0,0,0
ENSG00000230082,0.587157595,0.004721608,0.000287767,4.33e-05,0.001232065,0.0,0.000129444,0.001143861,0.004113825,0.004031766,0.001188213,0.000737023,0.000443641,0.000112374,0.005883309,0.000243629,0.017498497,0.0,0.0,0.000814092,0.000118095,0.0,0.000154963,0.000357569,0.0,0.0,0.007539936,0.001509451,0.002507179,0.00042497,0.00191211,0.001078764,1,0,0,0,0,0
ENSG00000229950,0.625578086,0.000783649,0.0,0.0,2.82e-05,0.0,0.0,0.0,0.0,0.0,0.000382547,0.000327566,0.0,0.003970538,0.005049578,0.0,0.004784812,0.001084256,0.003559882,0.000920278,0.0,3.06e-05,0.00068932,0.0,0.000318159,0.0,0.001316294,0.0,0.000263599,0.0,0.0001637,0.0,1,0,0,0,0,0
ENSG00000229931,0.725898257,0.0,0.0,0.000132575,0.00114054,0.000389498,0.000968928,0.007752532,0.010817836,0.007203251,0.00064917,0.000611777,0.003144305,0.009196902,0.001053962,0.001779846,0.000661455,0.000903546,0.0073748,0.0,0.002237239,0.008164808,0.001613756,0.002860554,0.000437067,0.0,0.000127796,0.002043096,0.000307779,0.0,0.000625546,0.00063603,0,0,0,0,0,0
ENSG00000229891,0.615617218,8.87e-05,0.021718238,0.004405567,0.0,0.0,0.0,0.0,0.000152364,0.00015408,0.0,0.0,0.00070428,0.000179404,0.001892936,7.99e-05,0.000695817,0.0,0.0,0.000412945,0.000728251,0.0,0.000253819,0.0,0.000202465,0.011259901,0.001955272,0.000653714,0.001466485,0.0,0.002277796,0.002660582,0,0,0,0,0,0
ENSG00000229729,0.259871932,0.003321883,0.000624399,0.000173367,0.002393726,0.002478112,0.001399139,0.000897575,0.002643961,0.001450922,0.0,0.00379109,0.004192407,0.003109006,0.001158834,0.000925791,0.001683704,0.002281455,0.001240645,0.004742971,0.001046451,0.000548399,0.001204974,0.007739643,0.003236225,0.00226491,0.00228754,0.0,0.002461482,0.005529055,0.005935768,0.007799193,0,0,0,0,0,0
ENSG00000229621,0.276414088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000519052,0.000263526,0.0,0.0,0.0,8.51e-06,0.0,4.66e-06,0.0,0,0,0,0,0,0
ENSG00000229589,0.630380647,0.00032036,0.001417115,0.000344185,0.000274574,0.000135478,8.38e-05,0.000727912,0.002796325,0.001502282,0.0,1.45e-05,0.001181194,4.93e-05,0.000398513,0.000165126,0.000438107,0.0,0.00048882,0.000176977,0.00040349,0.000421677,0.000208399,0.0,0.000546334,0.001181498,7.67e-05,0.0,0.000526381,0.0,0.000675068,0.00075474,0,0,0,1,0,0
ENSG00000229404,0.367484881,0.001444082,0.000673265,0.00021161,0.0,0.0,0.0,0.0,0.000152364,7.06e-05,0.0,0.0,0.0,0.0,0.0,0.000898721,0.0,0.0,0.001814477,0.0,0.0,0.0,0.000272522,0.0,0.0,0.0,0.000217252,0.000322092,2.35e-05,0.0,1.34e-05,0.0,0,0,0,0,0,0
ENSG00000229180,0.545001779,0.00060129,0.001270517,0.000226907,0.002175474,0.000592715,0.001492415,0.00261063,0.0027784,0.000590641,0.000457897,0.00104532,0.002955758,0.001378057,0.000524359,0.001532156,0.000919165,0.001001431,0.004109804,0.002678245,0.000360845,0.004400301,0.000200384,0.00295283,0.000167114,0.000477058,0.0005623,0.001164488,0.000245701,0.000794627,0.000815376,0.001418131,0,0,0,1,0,0
ENSG00000229152,0.312344361,0.002208017,0.007617672,0.003638162,0.002569735,0.0,0.004208839,0.005806874,0.007842259,0.000500761,0.0,0.0,0.004968779,0.012731746,0.0,0.004278398,0.000163216,0.0,0.006266986,0.0,0.000219787,0.0,3.74e-05,0.040289977,0.000440281,0.005896345,0.001559105,0.0,0.000786582,0.0,0.001286732,0.001683944,0,0,0,0,0,0
ENSG00000229124,0.402525792,0.000842792,0.001672304,0.000321239,0.001203903,0.00084109,0.000453055,1.64e-05,0.0,0.0,0.001628721,0.00121392,0.00070428,0.002133129,0.001127372,0.002256276,0.002379521,0.0,0.002661941,0.001934943,0.000974282,0.001361165,0.000716038,0.00737054,0.005636881,0.0,0.000396166,0.0,0.127666726,0.049319225,0.29796736,0.440947132,1,0,0,0,0,0
ENSG00000229043,0.540199217,0.005322898,0.002796223,0.000790351,0.006054718,0.005644902,0.001460054,0.001346363,0.005673314,0.003614466,0.003390754,0.002803576,0.008856183,0.000703814,0.00922872,0.00044936,0.009801563,0.003395829,0.003456273,0.006854891,0.006764204,0.002423006,0.004897377,0.0,0.002166053,0.001270668,0.003616613,0.001715285,0.001010475,0.001085006,0.002330465,0.00361125,0,0,0,0,0,0
ENSG00000228889,0.423514763,0.001670798,0.001563713,0.000418121,0.00095045,0.000762062,0.000118023,0.000213448,0.001057585,0.000995102,0.001020124,0.000895988,0.002412298,0.0,0.0,0.000345141,0.003272915,0.000986372,0.000350675,0.001274231,0.001318725,0.000436971,0.000879016,0.001522553,0.001867177,0.001014305,0.000881789,0.0,0.000814521,0.001030151,0.001148635,0.001191591,0,0,0,1,0,0
ENSG00000228794,0.45357524,0.005150397,0.006618633,0.001050401,0.009560822,0.005407816,0.003338898,0.007971453,0.012798566,0.008904554,0.006700362,0.00399341,0.005051961,0.007844475,0.012983131,0.004850926,0.007714114,0.01280777,0.00482178,0.012754109,0.002273324,0.002951741,0.002650408,0.005167452,0.004075008,0.002759801,0.011680511,0.001267405,0.004649814,0.016259844,0.008990743,0.011862686,0,0,0,0,1,0
ENSG00000228649,0.397367485,0.006934553,0.00506035,0.001782113,0.004456554,0.004510277,0.005299597,0.001171226,0.002043469,0.000879541,0.001866364,0.0,0.000288367,0.002578681,0.0,0.001498319,0.02151018,0.002439575,0.000605711,0.014523874,0.000597035,0.001780658,6.68e-05,0.007232126,0.001018752,0.0,0.008766773,0.0,0.002558847,0.001895257,0.004202975,0.004368509,0,0,0,0,0,0
ENSG00000228624,0.300604767,0.000221787,0.013476167,0.003643261,0.00171081,0.001614442,0.001699907,0.001059029,0.003163791,0.001765503,0.000857832,0.0005058,0.001419651,0.000341064,0.000194013,0.000117754,0.000171807,0.001385438,0.000273633,0.002194509,0.000603595,0.000976631,0.000146948,0.004942529,0.00146546,0.0,0.0,0.0,0.000845943,0.0,0.000779642,0.000444165,0,0,0,1,1,0
ENSG00000228544,0.776058342,0.000285859,0.000331203,5.35e-05,0.001429195,0.000361274,0.000711943,0.00105082,0.000430204,0.00017976,0.0,0.0,0.001125739,0.001772351,0.0,0.000718706,0.001013659,0.000376478,0.002470664,0.001156247,0.0,0.001356796,0.000478249,0.001568691,0.000205679,7.58e-05,0.000766773,0.001095877,0.000150422,3.94e-05,0.00020099,0.000248523,1,0,0,1,0,0
ENSG00000228526,0.529348986,0.004785679,0.010924274,0.00269994,0.012250243,0.001021727,0.024992243,0.031779087,0.023974905,0.005598249,0.000173885,0.002586805,0.009078003,0.048535593,0.000225474,4.47e-05,0.001142514,0.002145923,0.013926045,0.01553854,0.000331321,0.025584668,0.000272522,0.013178156,0.000465991,4.24e-05,0.001035144,0.007865537,2.89e-05,0.0,3.76e-05,0.0,0,0,0,0,0,0
ENSG00000228506,0.389718961,0.000966007,0.003550932,0.001027456,0.001936102,0.001732985,0.000829966,0.001871773,0.007447905,0.004737967,0.001130251,0.001132028,0.004586138,0.00181178,0.003958911,0.001016475,0.000867623,0.001106844,0.001054681,0.002914214,0.00136137,0.001116462,0.000881688,0.003575692,0.002294603,0.002282744,0.00086901,0.0,0.000499899,0.000516644,0.000917119,0.001067166,1,0,0,1,0,0
ENSG00000228495,0.273034507,0.0,1.63e-05,2.55e-06,0.066573734,0.056674814,0.033238598,0.0,0.0,0.0,0.0,0.0,0.000227366,0.0,0.0,0.0,0.0,6.78e-05,0.0,0.00037755,0.000341163,0.000325544,0.0,0.0,0.0,0.0,0.0,0.0,0.000821724,0.0,0.000584648,0.000499116,0,0,0,1,0,1
ENSG00000228439,0.345784418,0.001478583,0.001009898,0.00047676,0.0,0.002263606,0.000348357,0.000333854,0.001693928,0.001277582,0.001692479,0.001262091,0.001968657,0.000197147,0.001557347,0.000239569,0.001365862,0.000542128,0.001137037,0.002029331,0.002046975,0.000541844,0.001840858,0.001782079,0.001590796,0.0,0.003335463,0.001896343,0.00042047,0.000530138,0.001102643,0.001743972,1,0,0,0,1,0
ENSG00000228288,0.703664176,0.001591941,0.017434316,0.002001372,0.002640139,0.001179784,0.000188455,0.003259183,0.004624692,0.0,0.0,0.0,0.006515977,0.000660442,0.0,0.001325072,0.003711021,0.0,0.001548814,0.009014005,0.00224708,0.001955446,0.003278277,0.0,0.0,0.0,0.0,0.0,0.006029604,0.0,0.003040491,0.001499864,0,0,1,1,0,0
ENSG00000228262,0.305229456,0.0,5.97e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002127215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049282916,0.0,0.017970138,0.0,0,0,0,0,0,1
ENSG00000228203,0.536819637,0.000300645,0.001862339,0.000553245,0.000901167,0.000349984,0.000365489,0.000197029,0.0,0.00017334,0.0,0.0,0.011274026,0.000193204,0.0,0.000331606,0.000833262,0.0,0.0,0.0,0.001430258,0.002106201,0.0,0.00249145,0.002204618,0.005588709,0.004958466,0.001482769,0.000862903,0.000156237,0.00106028,0.000852228,0,0,0,1,0,0
ENSG00000228065,0.237282106,0.006564907,0.004881174,0.001677583,0.001154621,0.00142816,0.001439115,0.001926503,0.003844947,0.001945263,0.001825791,0.002037651,0.010957932,0.002259303,0.000907141,0.0,0.00368525,0.000459303,0.004139027,0.00248947,0.003021257,0.001815616,0.001894294,0.009729343,0.006658847,0.004605614,0.009635783,0.025027921,0.001259132,0.0,0.001405172,0.001233769,0,0,0,1,0,0
ENSG00000228022,0.460512273,8.38e-05,0.0,1.53e-05,2.11e-05,1.13e-05,3.81e-05,0.0,0.0,0.0,0.0,0.00013488,0.000177456,1.18e-05,0.000115359,0.0,0.0,6.78e-05,0.0,0.0,0.0,7.65e-05,9.62e-05,0.0,0.0,0.0,0.0,0.0,9.18e-05,0.0,0.000129815,0.00014122,0,0,0,1,0,0
ENSG00000227954,0.303272857,0.002212945,1.09e-05,2.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000326432,1.51e-05,0.0,0.000637116,0.0,0.0,0.0,0.000380638,5.78e-05,0.0,0.000115016,0.0,0.002478555,0.0,0.001100947,0.0,1,0,0,1,0,0
ENSG00000227946,0.754713625,0.000552004,0.002323852,0.000856638,0.001077177,0.000722547,0.000399754,0.001163017,0.007510643,0.005591829,0.00022605,0.000592508,0.001924293,0.000419923,0.0,0.000469663,0.001443175,0.0,0.001357537,0.001757967,0.000925075,0.000705709,0.00061451,0.004175486,0.002587052,0.002585921,0.002492013,0.0,0.001278707,0.00210576,0.003306201,0.004836659,1,0,0,0,0,0
ENSG00000227640,0.453397367,0.001108937,0.001096771,0.000311041,1.41e-05,0.0,7.61e-06,0.0,0.0,0.0,0.0,1.45e-05,0.0,0.0,0.0,6.77e-06,0.0007989,0.0,1.06e-05,0.0,0.0,0.0,5.34e-06,0.00079588,0.001044462,0.0,2.56e-05,0.0,0.000194442,0.0,9.89e-05,0.0,0,0,0,0,0,0
ENSG00000227502,0.242084667,0.000586504,0.0,2.55e-06,8.45e-05,0.0,0.00016942,0.002591475,0.005511987,0.000706201,0.0,0.0,0.0,0.004877414,0.0,0.0,0.000154626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130618,0.0,0.000175421,7.98e-05,0,0,0,0,0,0
ENSG00000227252,0.424226254,0.000290788,0.000564674,0.000147872,0.000661795,0.000592715,0.000209395,0.00087842,0.002491598,0.001649943,0.0,0.000293846,0.001242195,0.000276006,0.00026218,0.00011234,0.000412336,0.000602364,0.000332079,0.0,0.000577352,0.000338653,0.000277865,0.000709371,0.000420999,0.000702211,0.001277955,0.0,9.28e-05,3.98e-05,0.000248925,0.000427492,1,0,0,1,0,1
ENSG00000227036,0.467627179,0.038763511,0.000548386,0.000152971,0.0,0.0,3.81e-06,0.008444869,0.056051983,0.028119643,0.025074191,0.022587576,0.012322128,0.001107966,0.001195539,0.0,0.041886436,0.004321964,0.00387602,0.004896351,0.001453221,0.000828061,0.003964925,0.005986401,0.010634229,0.000575144,0.001559105,0.0,0.002385061,0.0,0.002367783,0.001087038,0,0,0,0,0,0
ENSG00000226950,0.411241551,0.036082347,0.869142184,0.167862816,0.286240302,0.197831229,0.030512656,0.052891259,0.232310105,0.274211462,0.065212603,0.044288797,0.048556503,0.05155194,0.200740395,0.058844548,0.165922172,0.0,0.035133907,0.091721038,0.044597166,0.028494896,0.045778317,0.041535702,0.073372648,0.070270162,0.167629393,0.04829291,0.024611329,0.05662696,0.057866501,0.074173464,0,0,0,0,0,0
ENSG00000226869,0.361970829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52e-05,0.0,5.38e-06,0.0,0,0,0,1,0,0
ENSG00000226752,0.386517254,0.017659206,0.007715404,0.002618355,0.008694856,0.006367449,0.005231067,0.005007813,0.012027784,0.005424908,0.002086618,0.005216964,0.02496035,0.004816299,0.022416352,0.005874168,0.008066317,0.00235675,0.026648637,0.008553866,0.004763154,0.008000944,0.009538263,0.0,0.003329423,0.006105893,0.007846645,0.006586696,0.005591705,0.002907161,0.010776246,0.017355114,0,0,0,1,0,0
ENSG00000226696,0.481323372,0.003711243,0.004740006,0.00169033,0.002633098,0.001247523,0.002394717,0.005109064,0.006408246,0.003055925,0.0,0.001175382,0.005334783,0.003534844,0.0,0.012751276,0.005583713,0.002575107,0.01519857,0.004990738,0.001446661,0.009678914,0.001031308,0.017774651,0.002744525,0.004371543,0.002415335,0.0,0.001093684,0.0,0.002953092,0.004483455,1,0,0,0,0,0
ENSG00000226688,0.327641409,0.008383564,0.004207909,0.001488919,0.00305552,0.002777292,0.001418175,0.001923766,0.007940847,0.003614466,0.004735463,0.00561197,0.004846778,0.002357877,0.008940323,0.001907074,0.006021819,0.00151344,0.003716623,0.003858088,0.00248327,0.001304359,0.003171406,0.007658902,0.004894509,0.004685866,0.019028754,0.005647101,0.001565081,0.0,0.004887854,0.007392155,0,0,0,1,1,0
ENSG00000226674,0.273390253,0.006348049,0.0,0.000101981,0.0,0.0,0.0,3.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007121381,0.0,4.52e-05,0.000165178,0.000774177,0.000828061,0.0,0.0,0.0,0.0,0.000242812,0.0,0.000970729,0.0,0.000980579,0.000644013,0,0,0,1,1,0
ENSG00000226180,0.698683742,0.0,0.000662406,6.63e-05,0.000457624,0.000231441,0.000335032,0.000530883,0.000304728,0.00013482,2.9e-05,0.0,0.000249548,0.000293749,0.000298885,0.000345141,0.000446697,0.0,0.000555235,0.000542728,3.61e-05,0.000246889,0.000141604,0.000328733,0.0,0.000503809,2.56e-05,0.0,3.52e-05,1.85e-05,8.64e-05,0.000109933,0,0,0,0,0,0
ENSG00000226137,0.676627535,0.001030079,0.001938353,0.000655226,0.005280277,0.0057578,0.000428308,0.000695073,0.002885951,0.002612944,0.0,0.000857451,0.010763839,1.97e-05,0.000665936,0.000250397,0.003831286,0.008139447,0.000478193,0.010948948,0.005475003,0.001889901,0.00166452,0.001643665,0.001452606,0.001342004,0.000357827,0.0,0.003395931,0.001175918,0.007335261,0.008817343,0,0,0,0,0,0
